-35.19, 28.50
-29.19, 28.50
-14.19, 27.50
-22.19, 13.50
-29.19, 14.50
-39.19, 40.50
-43.19, 62.50
-27.19, 80.50
12.81, 50.50
48.81, 20.50
70.81, 20.50
78.81, -23.50
53.81, -72.50
6.81, -93.50
-26.19, -96.50
-24.19, -102.50
-10.19, -100.50
41.81, -82.50
68.81, -43.50
34.81, -19.50
-22.19, -10.50
-67.19, -3.50
-81.19, -23.50
-43.19, -45.50
-2.19, -52.50
20.81, -35.50
49.81, -16.50
61.81, 25.50
30.81, 72.50
1.81, 109.50
-25.19, 106.50
-41.19, 120.50
